3zzf_protein.pdb,0.4
3gww_protein.pdb,0.45
1w8l_protein.pdb,0.49
3fqa_protein.pdb,0.49
1zsb_protein.pdb,0.6
6h9v_protein.pdb,0.66
4obv_protein.pdb,0.75
1wkm_protein.pdb,0.82
3k41_protein.pdb,0.82
4eu3_protein.pdb,0.82
2w97_protein.pdb,0.96
1p0y_protein.pdb,1.0
2b1r_protein.pdb,1.0
2d2v_protein.pdb,1.0
1aw1_protein.pdb,1.05
1maw_protein.pdb,1.1
3fl9_protein.pdb,1.11
5eb2_protein.pdb,1.11
4lh2_protein.pdb,1.24
4to8_protein.pdb,1.24
4fci_protein.pdb,1.26
4fck_protein.pdb,1.26
4clp_protein.pdb,1.27
1f9g_protein.pdb,1.28
1a0t_protein.pdb,1.3
1b74_protein.pdb,1.3
2fah_protein.pdb,1.3
5oxm_protein.pdb,1.3
2igw_protein.pdb,1.31
5mnc_protein.pdb,1.31
5mny_protein.pdb,1.31
5moo_protein.pdb,1.31
2vl1_protein.pdb,1.35
3nm6_protein.pdb,1.35
1qpb_protein.pdb,1.36
6k2n_protein.pdb,1.36
1hty_protein.pdb,1.4
1o4l_protein.pdb,1.4
1o4m_protein.pdb,1.4
1o4n_protein.pdb,1.4
2hdq_protein.pdb,1.4
3eor_protein.pdb,1.4
3e81_protein.pdb,1.43
1ozv_protein.pdb,1.44
1utp_protein.pdb,1.44
5eb3_protein.pdb,1.45
1tnk_protein.pdb,1.49
4bh4_protein.pdb,1.49
5vqe_protein.pdb,1.49
4lh3_protein.pdb,1.52
5ct1_protein.pdb,1.52
5ele_protein.pdb,1.52
3mwe_protein.pdb,1.54
4amw_protein.pdb,1.55
1iig_protein.pdb,1.57
3rup_protein.pdb,1.57
5cs5_protein.pdb,1.58
5ofv_protein.pdb,1.58
2b1q_protein.pdb,1.59
1w8m_protein.pdb,1.6
3itc_protein.pdb,1.6
2it4_protein.pdb,1.62
5k5c_protein.pdb,1.62
1a7t_protein.pdb,1.64
4d63_protein.pdb,1.64
1hgj_protein.pdb,1.66
1rdj_protein.pdb,1.66
2o9r_protein.pdb,1.68
4qsw_protein.pdb,1.68
2sfp_protein.pdb,1.7
3gf2_protein.pdb,1.7
3oay_protein.pdb,1.7
4tyb_protein.pdb,1.7
6cex_protein.pdb,1.7
6cf5_protein.pdb,1.7
3g6m_protein.pdb,1.71
2hdr_protein.pdb,1.72
3ern_protein.pdb,1.72
3vzg_protein.pdb,1.72
3zst_protein.pdb,1.72
5y61_protein.pdb,1.72
1u2y_protein.pdb,1.74
4qsx_protein.pdb,1.74
5y62_protein.pdb,1.74
5ggj_protein.pdb,1.75
5zef_protein.pdb,1.75
4bgx_protein.pdb,1.77
3f39_protein.pdb,1.78
5ggl_protein.pdb,1.78
2zgm_protein.pdb,1.79
1ga8_protein.pdb,1.8
3rxh_protein.pdb,1.8
1af6_protein.pdb,1.82
1bra_protein.pdb,1.82
1d5r_protein.pdb,1.82
1y1m_protein.pdb,1.82
3eqb_protein.pdb,1.82
4ahv_protein.pdb,1.82
1rdn_protein.pdb,1.84
1fd7_protein.pdb,1.85
3khv_protein.pdb,1.85
1mwt_protein.pdb,1.88
1tnl_protein.pdb,1.88
2ay2_protein.pdb,1.88
4x8s_protein.pdb,1.89
1f2p_protein.pdb,1.9
4mrh_protein.pdb,1.9
1f2o_protein.pdb,1.91
1efi_protein.pdb,1.92
3ehn_protein.pdb,1.92
4bh3_protein.pdb,1.92
2rjr_protein.pdb,1.94
5nn4_protein.pdb,1.94
4mrf_protein.pdb,1.95
6abk_protein.pdb,1.95
1tnj_protein.pdb,1.96
2gga_protein.pdb,1.96
5oxn_protein.pdb,1.96
1wdq_protein.pdb,1.98
6h7u_protein.pdb,1.98
6hzp_protein.pdb,1.98
3i3d_protein.pdb,1.99
1gbt_protein.pdb,2.0
1ing_protein.pdb,2.0
2bmv_protein.pdb,2.0
2hds_protein.pdb,2.0
2r58_protein.pdb,2.0
3c2f_protein.pdb,2.0
3g2y_protein.pdb,2.0
3pce_protein.pdb,2.0
3rv3_protein.pdb,2.0
4awj_protein.pdb,2.0
4ctk_protein.pdb,2.0
4kz5_protein.pdb,2.0
4qsu_protein.pdb,2.0
4qsv_protein.pdb,2.0
4u58_protein.pdb,2.0
4y4g_protein.pdb,2.0
6evq_protein.pdb,2.0
6ra1_protein.pdb,2.0
4ty8_protein.pdb,2.03
5ekx_protein.pdb,2.03
5nzq_protein.pdb,2.03
2ks9_protein.pdb,2.04
1jfh_protein.pdb,2.05
4e4a_protein.pdb,2.05
4ty9_protein.pdb,2.05
4x8t_protein.pdb,2.05
5eiw_protein.pdb,2.05
1qq9_protein.pdb,2.06
1rdi_protein.pdb,2.06
2zg3_protein.pdb,2.06
4u54_protein.pdb,2.06
3ao4_protein.pdb,2.07
4b0c_protein.pdb,2.07
3rxp_protein.pdb,2.08
5tyh_protein.pdb,2.08
1njj_protein.pdb,2.1
2zg1_protein.pdb,2.1
4aml_protein.pdb,2.1
4cs9_protein.pdb,2.1
6r49_protein.pdb,2.1
3uf9_protein.pdb,2.11
6aao_protein.pdb,2.11
1qx1_protein.pdb,2.12
2w8w_protein.pdb,2.12
3gv9_protein.pdb,2.12
6r9u_protein.pdb,2.12
1p2g_protein.pdb,2.13
6gz9_protein.pdb,2.13
6abx_protein.pdb,2.14
6dim_protein.pdb,2.14
6djd_protein.pdb,2.14
1uxb_protein.pdb,2.15
3rxg_protein.pdb,2.15
4b0j_protein.pdb,2.15
4q90_protein.pdb,2.15
5cs3_protein.pdb,2.15
6fap_protein.pdb,2.15
6fi1_protein.pdb,2.15
6r9s_protein.pdb,2.15
2ay9_protein.pdb,2.16
4tim_protein.pdb,2.16
5fe6_protein.pdb,2.16
6ghj_protein.pdb,2.16
3gqz_protein.pdb,2.17
4y3j_protein.pdb,2.17
5oxk_protein.pdb,2.17
5z5f_protein.pdb,2.17
6gmx_protein.pdb,2.17
3l7d_protein.pdb,2.18
6g47_protein.pdb,2.18
4ahr_protein.pdb,2.19
4ahs_protein.pdb,2.19
4amx_protein.pdb,2.19
4jdf_protein.pdb,2.19
4mre_protein.pdb,2.19
5nzp_protein.pdb,2.19
1w1v_protein.pdb,2.2
2vvo_protein.pdb,2.2
4eh8_protein.pdb,2.2
1x8d_protein.pdb,2.21
4g0z_protein.pdb,2.21
1icj_protein.pdb,2.22
1m0n_protein.pdb,2.22
2aac_protein.pdb,2.22
4aci_protein.pdb,2.22
4uru_protein.pdb,2.22
4ury_protein.pdb,2.22
4x11_protein.pdb,2.22
5fsb_protein.pdb,2.22
5hcl_protein.pdb,2.22
5jqb_protein.pdb,2.22
1ajp_protein.pdb,2.23
2igv_protein.pdb,2.23
3ao5_protein.pdb,2.23
3i3b_protein.pdb,2.23
1rdl_protein.pdb,2.24
2ay8_protein.pdb,2.24
2os9_protein.pdb,2.24
5f6v_protein.pdb,2.24
5m9w_protein.pdb,2.24
5nzo_protein.pdb,2.24
1ukt_protein.pdb,2.25
1ew8_protein.pdb,2.26
3ao1_protein.pdb,2.26
4eh9_protein.pdb,2.26
4np2_protein.pdb,2.26
5v6u_protein.pdb,2.26
1hge_protein.pdb,2.27
1uto_protein.pdb,2.27
4ahu_protein.pdb,2.27
4mfe_protein.pdb,2.27
1ps3_protein.pdb,2.28
2rjs_protein.pdb,2.28
3fu0_protein.pdb,2.28
3ip8_protein.pdb,2.28
2ay1_protein.pdb,2.29
4ddk_protein.pdb,2.29
4ehv_protein.pdb,2.29
5fnj_protein.pdb,2.29
1hyv_protein.pdb,2.3
1inh_protein.pdb,2.3
1jdj_protein.pdb,2.3
1n1g_protein.pdb,2.3
1o4g_protein.pdb,2.3
1uxa_protein.pdb,2.3
1w1p_protein.pdb,2.3
2ay7_protein.pdb,2.3
2hdu_protein.pdb,2.3
2xix_protein.pdb,2.3
2xlc_protein.pdb,2.3
3dyo_protein.pdb,2.3
3kgq_protein.pdb,2.3
3mhw_protein.pdb,2.3
3pcg_protein.pdb,2.3
3rv4_protein.pdb,2.3
4b6e_protein.pdb,2.3
4e3d_protein.pdb,2.3
4g0y_protein.pdb,2.3
4jsz_protein.pdb,2.3
4led_protein.pdb,2.3
4wh7_protein.pdb,2.3
5enc_protein.pdb,2.3
5eni_protein.pdb,2.3
5enj_protein.pdb,2.3
5g42_protein.pdb,2.3
6au2_protein.pdb,2.3
6gmq_protein.pdb,2.3
1m0o_protein.pdb,2.31
4y0a_protein.pdb,2.31
5mz8_protein.pdb,2.31
